Stream,Interest,Math_Score,Communication_Score,Technical_Skill_Score,Creativity_Score,Aptitude_Score,Skill_Level,Recommended_Career
PCM,Data,66,41,58,55,64,Intermediate,Mechanical Engineer
Arts,Human Behavior,45,42,65,92,56,Beginner,Graphic Designer
PCMB,Research,51,74,79,83,46,Beginner,Biomedical Engineer
Arts,Writing,94,54,54,47,77,Intermediate,Lawyer
PCB,Research,98,53,44,91,47,Beginner,Nutritionist
Commerce,Finance,49,45,57,73,92,Advanced,Business Analyst
Commerce,Marketing,69,45,96,72,56,Beginner,Chartered Accountant
Arts,Writing,94,40,93,41,82,Advanced,Lawyer
PCMB,Biotech,81,100,52,76,86,Advanced,Bioinformatics Scientist
Arts,Human Behavior,47,61,61,79,55,Beginner,Psychologist
PCM,Technology,85,44,100,99,65,Intermediate,Mechanical Engineer
Commerce,Marketing,46,64,83,60,52,Beginner,Chartered Accountant
PCM,Data,64,59,65,66,51,Beginner,Software Developer
PCB,Healthcare,94,96,62,66,72,Intermediate,Nutritionist
PCMB,AI,87,83,46,56,61,Intermediate,Bioinformatics Scientist
PCMB,Biotech,49,71,86,83,52,Beginner,Biomedical Engineer
PCMB,AI,96,50,65,77,76,Intermediate,Biomedical Engineer
Arts,Human Behavior,78,80,95,40,66,Intermediate,Graphic Designer
Commerce,Business,85,64,65,96,82,Advanced,Investment Banker
Arts,Writing,85,67,100,42,88,Advanced,Journalist
PCM,Technology,53,48,65,70,46,Beginner,Data Scientist
PCB,Research,85,75,88,91,67,Intermediate,Biotechnologist
Arts,Writing,95,83,52,51,80,Intermediate,Lawyer
PCB,Research,88,46,46,60,59,Beginner,Nurse
Commerce,Marketing,91,68,86,61,91,Advanced,Chartered Accountant
PCB,Research,70,100,81,85,58,Beginner,Pharmacist
PCM,Engineering,90,90,95,61,67,Intermediate,Data Scientist
Commerce,Business,90,98,77,52,79,Intermediate,Chartered Accountant
PCB,Medical,68,55,82,42,46,Beginner,Pharmacist
Arts,Design,100,62,45,70,41,Beginner,Psychologist
Arts,Design,92,41,57,89,47,Beginner,Lawyer
Commerce,Finance,65,63,100,71,68,Intermediate,Financial Analyst
PCB,Research,47,51,83,84,79,Intermediate,Doctor
Commerce,Marketing,44,86,72,92,62,Intermediate,Financial Analyst
PCM,AI,98,62,73,66,88,Advanced,Software Developer
Commerce,Marketing,89,77,100,53,55,Beginner,Investment Banker
PCM,Engineering,75,89,42,93,42,Beginner,Civil Engineer
Arts,Design,52,51,91,49,90,Advanced,Journalist
PCM,AI,65,83,48,61,98,Advanced,Mechanical Engineer
Commerce,Business,80,45,80,54,71,Intermediate,Financial Analyst
PCMB,Biotech,95,67,42,90,76,Intermediate,Bioinformatics Scientist
PCB,Research,52,90,65,81,89,Advanced,Microbiologist
Commerce,Marketing,42,44,95,76,51,Beginner,Investment Banker
PCM,Engineering,90,50,63,74,53,Beginner,Software Developer
PCM,Data,51,83,97,60,77,Intermediate,Data Scientist
PCM,Engineering,97,77,58,74,66,Intermediate,Civil Engineer
Commerce,Marketing,76,82,68,79,89,Advanced,Business Analyst
Commerce,Business,61,45,79,52,69,Intermediate,Business Analyst
Arts,Writing,77,56,54,51,76,Intermediate,Journalist
PCM,Data,64,45,79,80,89,Advanced,Software Developer
Commerce,Finance,50,64,87,71,43,Beginner,Investment Banker
Arts,Design,40,63,43,59,80,Intermediate,Lawyer
Arts,Human Behavior,97,43,98,67,64,Intermediate,Journalist
PCB,Medical,70,84,80,59,61,Intermediate,Doctor
Commerce,Business,99,87,99,85,61,Intermediate,Business Analyst
PCM,Technology,95,76,95,43,69,Intermediate,Data Scientist
Commerce,Marketing,67,66,40,58,68,Intermediate,Business Analyst
PCMB,Biotech,91,56,53,73,89,Advanced,Bioinformatics Scientist
PCMB,AI,59,91,84,83,95,Advanced,Genetic Engineer
Arts,Human Behavior,61,87,78,94,50,Beginner,Graphic Designer
PCM,Technology,72,96,53,80,93,Advanced,Data Scientist
Arts,Design,55,98,57,72,89,Advanced,Psychologist
PCB,Medical,55,57,91,55,90,Advanced,Pharmacist
Commerce,Finance,52,43,48,99,56,Beginner,Financial Analyst
PCM,Data,94,52,96,46,60,Beginner,Software Developer
PCB,Medical,48,84,56,91,67,Intermediate,Doctor
PCMB,Biotech,92,93,66,99,60,Beginner,Genetic Engineer
PCMB,Biotech,49,42,85,53,42,Beginner,Biomedical Engineer
Arts,Design,57,63,50,41,79,Intermediate,Graphic Designer
PCM,Technology,67,56,78,72,98,Advanced,Software Developer
Commerce,Finance,55,71,87,74,77,Intermediate,Financial Analyst
PCMB,Biotech,47,55,86,78,67,Intermediate,Bioinformatics Scientist
Arts,Human Behavior,70,64,80,41,68,Intermediate,Lawyer
PCB,Medical,96,66,91,84,63,Intermediate,Pharmacist
PCB,Research,55,99,70,59,40,Beginner,Doctor
PCB,Research,89,84,85,69,75,Intermediate,Biotechnologist
PCM,Technology,63,49,100,59,55,Beginner,Data Scientist
PCMB,Biotech,68,71,57,51,93,Advanced,Bioinformatics Scientist
PCMB,Biotech,94,47,63,94,57,Beginner,Genetic Engineer
PCMB,AI,58,44,100,92,100,Advanced,Genetic Engineer
Commerce,Business,87,56,40,68,87,Advanced,Investment Banker
PCB,Healthcare,89,76,76,98,43,Beginner,Pharmacist
Commerce,Business,57,92,42,73,57,Beginner,Business Analyst
PCMB,AI,85,96,78,66,98,Advanced,Bioinformatics Scientist
PCM,Engineering,80,52,74,90,90,Advanced,Software Developer
PCM,AI,45,96,81,93,75,Intermediate,AI Engineer
Arts,Human Behavior,81,82,87,49,44,Beginner,Graphic Designer
Commerce,Finance,94,100,77,90,78,Intermediate,Financial Analyst
PCM,Technology,88,56,56,73,61,Intermediate,Data Scientist
Commerce,Finance,74,49,82,92,69,Intermediate,Chartered Accountant
Commerce,Finance,73,60,65,58,60,Beginner,Investment Banker
PCB,Research,59,51,55,64,80,Intermediate,Nutritionist
PCMB,AI,70,63,87,58,85,Advanced,Bioinformatics Scientist
PCB,Research,40,41,98,71,79,Intermediate,Nutritionist
PCMB,Research,82,52,46,43,74,Intermediate,Bioinformatics Scientist
Arts,Writing,56,48,72,94,86,Advanced,Graphic Designer
PCB,Healthcare,58,43,75,96,71,Intermediate,Biotechnologist
Arts,Design,89,85,60,62,60,Beginner,Journalist
PCM,AI,44,89,71,93,51,Beginner,Data Scientist
PCMB,AI,91,52,99,76,66,Intermediate,Genetic Engineer
PCB,Medical,72,69,97,77,63,Intermediate,Nurse
PCMB,Research,52,79,95,44,64,Intermediate,Biomedical Engineer
PCMB,AI,98,71,73,95,76,Intermediate,Bioinformatics Scientist
PCMB,AI,70,67,72,98,45,Beginner,Biomedical Engineer
PCM,Engineering,77,78,57,69,80,Intermediate,Civil Engineer
PCMB,Biotech,43,77,67,93,55,Beginner,Bioinformatics Scientist
PCM,Technology,78,76,90,92,77,Intermediate,AI Engineer
Arts,Writing,90,44,85,98,62,Intermediate,Graphic Designer
PCMB,Research,100,51,71,54,40,Beginner,Genetic Engineer
Arts,Writing,92,50,91,47,83,Advanced,Graphic Designer
PCMB,Research,79,97,54,55,45,Beginner,Bioinformatics Scientist
PCMB,AI,98,87,44,82,67,Intermediate,Biomedical Engineer
Arts,Human Behavior,48,71,95,97,54,Beginner,Journalist
PCMB,AI,44,99,88,98,89,Advanced,Biomedical Engineer
PCM,AI,53,60,51,80,57,Beginner,AI Engineer
Arts,Human Behavior,83,49,77,100,78,Intermediate,Journalist
Commerce,Marketing,85,83,72,61,95,Advanced,Chartered Accountant
Commerce,Marketing,74,97,86,40,74,Intermediate,Business Analyst
PCMB,AI,44,84,88,93,42,Beginner,Biomedical Engineer
PCM,AI,99,91,42,65,87,Advanced,Data Scientist
PCM,AI,64,94,95,56,80,Intermediate,Mechanical Engineer
PCMB,Research,82,48,53,43,59,Beginner,Genetic Engineer
Arts,Writing,94,91,49,86,70,Intermediate,Psychologist
Arts,Human Behavior,43,88,52,81,73,Intermediate,Psychologist
PCB,Medical,67,52,41,95,70,Intermediate,Biotechnologist
PCM,Technology,80,45,66,73,46,Beginner,Data Scientist
PCM,AI,41,81,73,98,55,Beginner,Mechanical Engineer
Arts,Design,74,62,91,64,70,Intermediate,Journalist
Commerce,Finance,71,86,97,73,48,Beginner,Business Analyst
PCB,Healthcare,60,88,48,78,45,Beginner,Nutritionist
PCMB,Biotech,55,92,93,52,68,Intermediate,Genetic Engineer
PCM,Data,77,52,47,89,98,Advanced,Data Scientist
PCM,Engineering,91,70,44,95,47,Beginner,Software Developer
PCMB,AI,52,76,81,41,79,Intermediate,Genetic Engineer
Arts,Design,53,86,88,62,67,Intermediate,Lawyer
PCB,Research,58,75,66,88,58,Beginner,Pharmacist
PCB,Healthcare,83,57,91,71,67,Intermediate,Nurse
PCB,Healthcare,92,62,85,72,80,Intermediate,Nurse
Arts,Writing,57,83,98,41,45,Beginner,Psychologist
PCMB,Biotech,74,77,62,59,64,Intermediate,Bioinformatics Scientist
PCB,Healthcare,58,46,83,90,72,Intermediate,Nurse
PCMB,Research,47,69,69,75,48,Beginner,Bioinformatics Scientist
Commerce,Business,100,77,94,69,69,Intermediate,Chartered Accountant
PCB,Research,96,92,99,63,70,Intermediate,Biotechnologist
Commerce,Marketing,84,62,51,44,76,Intermediate,Business Analyst
Arts,Human Behavior,87,99,67,45,48,Beginner,Journalist
Arts,Human Behavior,63,87,87,79,98,Advanced,Psychologist
PCMB,AI,77,68,77,86,46,Beginner,Biomedical Engineer
PCB,Research,70,53,74,72,73,Intermediate,Pharmacist
Commerce,Business,56,45,96,53,57,Beginner,Investment Banker
PCB,Healthcare,47,97,44,76,86,Advanced,Doctor
PCB,Medical,50,92,96,80,79,Intermediate,Nutritionist
Arts,Human Behavior,99,97,56,75,74,Intermediate,Journalist
PCM,AI,93,93,95,85,96,Advanced,Software Developer
PCM,Engineering,98,63,73,52,61,Intermediate,AI Engineer
PCM,Engineering,75,42,71,73,88,Advanced,AI Engineer
PCMB,Research,74,78,46,98,59,Beginner,Genetic Engineer
Commerce,Business,47,51,80,99,91,Advanced,Business Analyst
Arts,Design,71,42,65,64,49,Beginner,Psychologist
Arts,Design,52,95,69,48,78,Intermediate,Graphic Designer
Arts,Human Behavior,72,49,42,96,92,Advanced,Graphic Designer
Arts,Human Behavior,92,50,95,45,94,Advanced,Journalist
PCB,Medical,58,63,45,44,70,Intermediate,Biotechnologist
Arts,Writing,45,58,78,69,100,Advanced,Lawyer
PCM,Technology,46,99,96,47,51,Beginner,AI Engineer
PCM,Technology,72,59,47,93,70,Intermediate,Mechanical Engineer
Commerce,Business,41,85,90,52,52,Beginner,Chartered Accountant
PCM,Engineering,79,40,90,43,96,Advanced,Data Scientist
PCMB,AI,76,70,43,89,97,Advanced,Genetic Engineer
PCM,AI,64,95,88,65,40,Beginner,AI Engineer
Arts,Design,88,83,48,86,91,Advanced,Psychologist
Commerce,Business,64,57,68,98,99,Advanced,Chartered Accountant
PCM,Data,82,71,59,77,70,Intermediate,AI Engineer
Arts,Human Behavior,72,65,70,44,86,Advanced,Journalist
Commerce,Business,92,45,75,92,95,Advanced,Investment Banker
PCM,Technology,61,97,41,42,57,Beginner,Software Developer
Arts,Human Behavior,50,51,62,70,46,Beginner,Journalist
Arts,Design,65,62,69,93,96,Advanced,Graphic Designer
Commerce,Business,88,44,47,88,83,Advanced,Chartered Accountant
PCB,Healthcare,60,84,59,55,44,Beginner,Doctor
PCM,AI,97,46,59,82,82,Advanced,AI Engineer
Commerce,Finance,93,57,99,63,77,Intermediate,Business Analyst
Arts,Human Behavior,46,83,53,84,73,Intermediate,Psychologist
PCB,Research,53,81,95,82,44,Beginner,Microbiologist
Commerce,Finance,92,90,78,42,85,Advanced,Investment Banker
PCMB,Biotech,48,50,91,93,78,Intermediate,Biomedical Engineer
PCM,AI,69,45,62,44,40,Beginner,Mechanical Engineer
Arts,Writing,41,54,83,53,79,Intermediate,Psychologist
PCM,Engineering,56,95,42,67,63,Intermediate,Mechanical Engineer
PCM,Engineering,42,45,95,84,91,Advanced,Data Scientist
PCM,Technology,92,86,50,44,41,Beginner,Software Developer
Arts,Design,89,64,88,62,90,Advanced,Lawyer
Commerce,Finance,83,79,58,87,99,Advanced,Chartered Accountant
PCB,Research,49,48,49,61,66,Intermediate,Pharmacist
Commerce,Marketing,71,43,47,52,43,Beginner,Business Analyst
Commerce,Business,83,57,61,79,94,Advanced,Chartered Accountant
PCMB,AI,90,71,85,72,50,Beginner,Genetic Engineer
Arts,Design,55,49,90,64,65,Intermediate,Lawyer
PCB,Research,56,45,50,90,46,Beginner,Doctor
PCMB,Biotech,81,50,63,72,89,Advanced,Genetic Engineer
PCB,Healthcare,77,62,99,50,79,Intermediate,Microbiologist
PCB,Research,60,62,96,51,71,Intermediate,Biotechnologist
PCB,Healthcare,70,58,43,56,66,Intermediate,Doctor
Arts,Writing,72,48,100,49,77,Intermediate,Psychologist
Commerce,Marketing,100,72,62,73,84,Advanced,Business Analyst
PCB,Healthcare,88,42,87,67,48,Beginner,Pharmacist
Arts,Human Behavior,71,80,61,74,76,Intermediate,Lawyer
Arts,Human Behavior,62,57,87,65,77,Intermediate,Lawyer
PCM,Technology,94,97,87,81,95,Advanced,Civil Engineer
PCM,Technology,41,41,52,85,88,Advanced,AI Engineer
Commerce,Finance,64,90,87,49,46,Beginner,Business Analyst
Arts,Human Behavior,86,82,98,64,50,Beginner,Journalist
PCM,Engineering,87,51,58,73,69,Intermediate,Civil Engineer
PCM,Engineering,56,91,43,53,75,Intermediate,Software Developer
PCM,Engineering,95,91,61,59,64,Intermediate,Software Developer
Arts,Design,93,73,73,96,83,Advanced,Lawyer
PCMB,Research,86,71,73,53,66,Intermediate,Genetic Engineer
PCMB,AI,79,64,66,96,97,Advanced,Genetic Engineer
PCB,Research,64,66,50,92,94,Advanced,Biotechnologist
Arts,Design,94,50,53,67,100,Advanced,Journalist
Arts,Writing,98,56,99,46,65,Intermediate,Psychologist
Arts,Writing,71,50,69,88,44,Beginner,Journalist
Commerce,Finance,100,74,48,79,72,Intermediate,Chartered Accountant
PCM,Engineering,71,40,66,55,83,Advanced,Civil Engineer
Commerce,Marketing,54,46,64,96,99,Advanced,Financial Analyst
PCMB,AI,100,59,71,73,90,Advanced,Genetic Engineer
Commerce,Finance,52,94,54,71,59,Beginner,Financial Analyst
Arts,Design,98,94,89,41,53,Beginner,Psychologist
Commerce,Business,48,68,82,57,84,Advanced,Investment Banker
PCM,Technology,77,75,43,68,59,Beginner,Mechanical Engineer
PCB,Research,63,89,61,64,84,Advanced,Nurse
PCB,Medical,93,41,47,82,79,Intermediate,Biotechnologist
PCMB,Research,50,77,62,47,70,Intermediate,Bioinformatics Scientist
PCM,Technology,68,97,99,69,87,Advanced,Mechanical Engineer
PCM,Engineering,99,69,79,98,80,Intermediate,Software Developer
PCB,Research,40,94,47,42,58,Beginner,Biotechnologist
PCM,AI,84,82,80,77,64,Intermediate,Civil Engineer
PCMB,Biotech,49,71,84,98,48,Beginner,Genetic Engineer
Arts,Human Behavior,60,90,87,86,84,Advanced,Psychologist
PCMB,AI,52,93,83,40,76,Intermediate,Bioinformatics Scientist
PCMB,Biotech,56,79,44,100,45,Beginner,Bioinformatics Scientist
Arts,Human Behavior,66,88,75,47,47,Beginner,Lawyer
Arts,Human Behavior,96,83,86,45,93,Advanced,Psychologist
PCM,AI,89,82,63,91,98,Advanced,AI Engineer
PCMB,AI,42,46,95,67,79,Intermediate,Genetic Engineer
PCB,Medical,52,62,95,86,63,Intermediate,Biotechnologist
PCMB,Research,42,97,82,60,50,Beginner,Bioinformatics Scientist
PCM,AI,88,65,74,100,76,Intermediate,Data Scientist
PCM,Technology,79,79,97,48,55,Beginner,Data Scientist
PCB,Research,40,90,59,42,48,Beginner,Biotechnologist
PCB,Healthcare,46,41,74,98,91,Advanced,Pharmacist
PCB,Research,88,53,41,77,50,Beginner,Doctor
PCMB,AI,85,44,51,100,95,Advanced,Genetic Engineer
PCMB,AI,47,100,98,53,69,Intermediate,Bioinformatics Scientist
PCB,Medical,91,52,98,89,71,Intermediate,Microbiologist
Arts,Writing,62,89,58,86,42,Beginner,Graphic Designer
PCMB,AI,65,74,95,75,76,Intermediate,Bioinformatics Scientist
Commerce,Marketing,74,72,62,75,66,Intermediate,Investment Banker
PCM,Technology,59,50,81,59,54,Beginner,Mechanical Engineer
PCB,Healthcare,74,49,49,79,42,Beginner,Doctor
Commerce,Finance,78,90,100,85,96,Advanced,Financial Analyst
PCMB,AI,59,99,78,74,83,Advanced,Genetic Engineer
PCB,Medical,92,52,78,52,59,Beginner,Nurse
PCMB,AI,70,90,87,97,49,Beginner,Genetic Engineer
Arts,Human Behavior,83,60,81,55,94,Advanced,Lawyer
Commerce,Marketing,42,92,87,53,75,Intermediate,Investment Banker
Arts,Human Behavior,43,70,99,67,97,Advanced,Journalist
PCMB,Research,50,71,75,66,79,Intermediate,Genetic Engineer
Commerce,Marketing,73,74,62,75,95,Advanced,Investment Banker
PCM,AI,58,60,84,71,41,Beginner,Data Scientist
PCM,Engineering,54,61,45,93,75,Intermediate,Software Developer
PCB,Medical,53,46,54,96,66,Intermediate,Doctor
PCB,Healthcare,54,79,61,53,99,Advanced,Doctor
Commerce,Marketing,80,51,77,92,51,Beginner,Investment Banker
Arts,Human Behavior,40,100,45,65,78,Intermediate,Psychologist
PCMB,Research,98,52,52,40,74,Intermediate,Biomedical Engineer
Commerce,Marketing,71,97,64,82,49,Beginner,Investment Banker
PCM,Technology,70,40,90,54,54,Beginner,Data Scientist
PCMB,AI,59,77,77,85,65,Intermediate,Biomedical Engineer
Arts,Design,66,45,46,45,66,Intermediate,Psychologist
PCB,Medical,73,51,66,64,97,Advanced,Microbiologist
Commerce,Business,86,54,90,40,56,Beginner,Business Analyst
Arts,Design,98,77,64,71,83,Advanced,Journalist
Arts,Design,40,85,95,97,60,Beginner,Journalist
PCB,Medical,56,92,43,75,51,Beginner,Nutritionist
PCM,Engineering,87,71,71,88,42,Beginner,Software Developer
PCB,Medical,64,77,47,56,99,Advanced,Nutritionist
Commerce,Business,72,91,52,69,61,Intermediate,Chartered Accountant
PCB,Research,82,88,43,48,72,Intermediate,Doctor
PCMB,Biotech,75,99,64,66,46,Beginner,Genetic Engineer
Commerce,Marketing,77,69,52,69,86,Advanced,Business Analyst
Arts,Design,59,83,79,41,96,Advanced,Psychologist
Arts,Human Behavior,47,86,54,56,86,Advanced,Graphic Designer
Commerce,Marketing,87,51,57,42,65,Intermediate,Business Analyst
Commerce,Business,60,45,65,85,61,Intermediate,Business Analyst
PCMB,AI,92,93,68,99,46,Beginner,Genetic Engineer
PCM,Technology,88,62,68,94,68,Intermediate,Software Developer
Arts,Human Behavior,79,62,99,91,87,Advanced,Journalist
PCMB,Research,77,84,91,40,86,Advanced,Biomedical Engineer
PCB,Medical,90,88,83,60,71,Intermediate,Microbiologist
PCM,Data,49,76,86,51,94,Advanced,Software Developer
PCM,Data,72,83,62,77,90,Advanced,Mechanical Engineer
PCMB,Research,72,95,53,53,61,Intermediate,Genetic Engineer
Commerce,Finance,83,41,66,70,91,Advanced,Business Analyst
Commerce,Business,75,65,51,92,97,Advanced,Chartered Accountant
PCM,Engineering,50,43,66,73,52,Beginner,Mechanical Engineer
PCB,Medical,64,58,40,51,55,Beginner,Microbiologist
PCB,Research,57,100,90,72,61,Intermediate,Nutritionist
PCM,Engineering,72,52,43,78,80,Intermediate,Civil Engineer
PCM,Engineering,60,83,61,81,80,Intermediate,Civil Engineer
Commerce,Marketing,50,80,57,100,53,Beginner,Financial Analyst
Arts,Design,76,56,93,83,74,Intermediate,Lawyer
PCB,Research,65,85,57,89,81,Advanced,Pharmacist
PCB,Healthcare,100,93,43,93,74,Intermediate,Biotechnologist
PCB,Medical,95,85,52,49,79,Intermediate,Biotechnologist
Arts,Design,75,44,100,66,48,Beginner,Journalist
PCMB,Biotech,94,93,75,61,50,Beginner,Biomedical Engineer
PCM,Engineering,53,84,84,82,91,Advanced,Data Scientist
PCMB,AI,80,81,88,42,49,Beginner,Bioinformatics Scientist
PCMB,AI,58,46,43,77,99,Advanced,Genetic Engineer
PCMB,Biotech,85,50,81,77,64,Intermediate,Bioinformatics Scientist
PCB,Medical,93,73,83,92,54,Beginner,Pharmacist
Commerce,Finance,64,91,51,50,78,Intermediate,Investment Banker
PCB,Healthcare,78,83,46,54,84,Advanced,Nurse
PCM,AI,45,63,66,48,82,Advanced,AI Engineer
Arts,Human Behavior,72,85,58,83,67,Intermediate,Psychologist
PCMB,AI,94,64,69,75,48,Beginner,Genetic Engineer
PCMB,Research,66,67,40,85,84,Advanced,Genetic Engineer
Arts,Writing,79,87,78,92,63,Intermediate,Lawyer
PCB,Healthcare,78,58,98,43,69,Intermediate,Pharmacist
PCB,Healthcare,47,54,64,51,70,Intermediate,Nutritionist
PCM,Technology,94,93,59,92,48,Beginner,Mechanical Engineer
Arts,Writing,64,77,94,82,56,Beginner,Psychologist
Arts,Writing,79,41,99,43,52,Beginner,Journalist
Commerce,Finance,80,50,84,99,81,Advanced,Chartered Accountant
Arts,Writing,76,75,64,77,72,Intermediate,Journalist
PCMB,AI,95,50,56,40,72,Intermediate,Genetic Engineer
PCB,Research,73,50,57,66,55,Beginner,Nurse
Commerce,Business,49,96,87,84,93,Advanced,Financial Analyst
PCB,Medical,71,45,89,71,41,Beginner,Biotechnologist
Commerce,Marketing,44,76,96,40,56,Beginner,Business Analyst
Arts,Human Behavior,61,63,80,69,99,Advanced,Psychologist
PCB,Research,100,72,53,60,53,Beginner,Biotechnologist
Arts,Human Behavior,41,66,51,49,65,Intermediate,Psychologist
Commerce,Finance,68,67,87,56,96,Advanced,Chartered Accountant
Commerce,Finance,63,84,50,82,76,Intermediate,Business Analyst
Commerce,Finance,100,82,64,59,81,Advanced,Financial Analyst
Commerce,Business,60,47,66,47,91,Advanced,Chartered Accountant
PCB,Medical,49,50,64,96,84,Advanced,Nutritionist
PCB,Healthcare,66,77,40,100,86,Advanced,Microbiologist
PCM,AI,64,87,98,81,50,Beginner,Software Developer
PCB,Healthcare,81,79,71,88,80,Intermediate,Pharmacist
PCM,Data,63,92,100,92,95,Advanced,Civil Engineer
PCB,Medical,67,78,62,97,44,Beginner,Pharmacist
Arts,Human Behavior,59,68,72,98,82,Advanced,Graphic Designer
Commerce,Finance,74,94,59,48,47,Beginner,Business Analyst
PCMB,Biotech,44,92,97,51,78,Intermediate,Genetic Engineer
PCM,Engineering,49,80,59,62,70,Intermediate,AI Engineer
Commerce,Finance,99,56,84,91,91,Advanced,Investment Banker
PCM,Engineering,57,74,51,52,79,Intermediate,AI Engineer
Commerce,Finance,52,66,96,62,60,Beginner,Investment Banker
PCM,Data,66,84,45,70,82,Advanced,Mechanical Engineer
Arts,Human Behavior,75,91,75,69,92,Advanced,Lawyer
Arts,Design,91,55,61,49,48,Beginner,Journalist
PCM,AI,77,86,82,54,81,Advanced,Data Scientist
Arts,Writing,91,76,56,59,74,Intermediate,Psychologist
Commerce,Business,58,99,88,81,78,Intermediate,Investment Banker
PCM,Technology,48,69,78,64,69,Intermediate,Data Scientist
PCM,AI,96,70,55,91,61,Intermediate,Civil Engineer
Commerce,Business,73,43,81,73,62,Intermediate,Business Analyst
Commerce,Business,45,43,91,43,41,Beginner,Chartered Accountant
PCB,Medical,62,85,60,48,45,Beginner,Nutritionist
PCM,Data,52,77,77,51,78,Intermediate,Data Scientist
PCB,Medical,80,79,63,72,62,Intermediate,Microbiologist
